crew_id,role,base,current_location,aircraft_qualifications,duty_start,accumulated_duty_minutes,max_duty_minutes,min_rest_minutes,reserve_status,availability,pairing_id
C034,FIRST_OFFICER,ORD,DFW,"[""B737"", ""A320""]",2026-08-12T05:13:00,104,600,480,False,False,
C035,CAPTAIN,CLT,SEA,"[""B737"", ""B787""]",2026-08-12T09:45:00,136,600,480,False,True,
C036,FLIGHT_ATTENDANT,MIA,ORD,"[""B787"", ""A320""]",2026-08-12T09:50:00,73,600,480,False,True,
C037,FIRST_OFFICER,ORD,ATL,"[""A320""]",2026-08-12T04:14:00,11,600,480,False,True,
C038,FIRST_OFFICER,MIA,MIA,"[""B787"", ""B737""]",2026-08-12T05:29:00,20,600,480,False,True,
C039,FLIGHT_ATTENDANT,MIA,MIA,"[""A320"", ""B787"", ""A321""]",2026-08-12T09:41:00,2,600,480,False,True,
C040,FIRST_OFFICER,DFW,DFW,"[""A321"", ""A320""]",2026-08-12T06:08:00,116,600,480,False,True,
C041,FIRST_OFFICER,MIA,DFW,"[""A320"", ""A321""]",2026-08-12T06:31:00,5,600,480,False,True,
C042,FIRST_OFFICER,ORD,SEA,"[""A320""]",2026-08-12T05:52:00,162,600,480,True,True,
C043,FLIGHT_ATTENDANT,DFW,DFW,"[""B737"", ""B787"", ""A320"", ""A321""]",2026-08-12T08:56:00,93,600,480,False,True,
C044,FIRST_OFFICER,MIA,MIA,"[""A320"", ""B737""]",2026-08-12T06:11:00,123,600,480,False,True,
C045,FLIGHT_ATTENDANT,ORD,ORD,"[""A321"", ""A320""]",2026-08-12T07:07:00,23,600,480,False,True,
C046,FLIGHT_ATTENDANT,MIA,ATL,"[""A320"", ""A321"", ""B787"", ""B737""]",2026-08-12T04:55:00,172,600,480,False,True,
C047,FLIGHT_ATTENDANT,CLT,MIA,"[""A321"", ""A320""]",2026-08-12T06:34:00,166,600,480,False,True,
C048,FLIGHT_ATTENDANT,CLT,CLT,"[""B787"", ""A321""]",2026-08-12T07:52:00,94,600,480,False,True,
C049,FLIGHT_ATTENDANT,MIA,SEA,"[""B737"", ""B787"", ""A320"", ""A321""]",2026-08-12T04:16:00,176,600,480,False,True,
C050,FLIGHT_ATTENDANT,CLT,DFW,"[""A320"", ""B737"", ""B787"", ""A321""]",2026-08-12T05:37:00,31,600,480,False,True,
C051,CAPTAIN,DFW,LGA,"[""B737""]",2026-08-12T06:50:00,62,600,480,False,True,
C052,CAPTAIN,DFW,DFW,"[""B787"", ""A320""]",2026-08-12T04:01:00,70,600,480,False,True,
C053,CAPTAIN,CLT,DFW,"[""B787""]",2026-08-12T04:07:00,91,600,480,False,True,
C054,FIRST_OFFICER,DFW,DFW,"[""B737"", ""A320""]",2026-08-12T04:32:00,121,600,480,False,True,
C055,FLIGHT_ATTENDANT,MIA,MIA,"[""A320"", ""B787""]",2026-08-12T09:29:00,7,600,480,True,True,
C056,FIRST_OFFICER,ORD,ORD,"[""A320""]",2026-08-12T09:11:00,37,600,480,True,True,
C057,FLIGHT_ATTENDANT,CLT,SEA,"[""A321"", ""A320"", ""B787""]",2026-08-12T04:50:00,179,600,480,True,True,
C058,FLIGHT_ATTENDANT,DFW,DFW,"[""A320"", ""B787"", ""A321""]",2026-08-12T07:32:00,24,600,480,False,True,
C059,FIRST_OFFICER,DFW,DFW,"[""B737""]",2026-08-12T04:47:00,110,600,480,True,True,
C060,FLIGHT_ATTENDANT,ORD,DEN,"[""B737"", ""B787"", ""A320""]",2026-08-12T09:40:00,108,600,480,False,True,
C061,FLIGHT_ATTENDANT,CLT,DFW,"[""B787"", ""B737"", ""A321"", ""A320""]",2026-08-12T04:55:00,89,600,480,False,True,
C062,FLIGHT_ATTENDANT,DFW,DEN,"[""B737"", ""A320"", ""B787"", ""A321""]",2026-08-12T05:32:00,69,600,480,False,True,
C063,FIRST_OFFICER,ORD,LGA,"[""B737"", ""A321""]",2026-08-12T09:24:00,7,600,480,True,True,
C064,FIRST_OFFICER,MIA,LAX,"[""A320"", ""A321""]",2026-08-12T09:05:00,21,600,480,False,True,
C065,FLIGHT_ATTENDANT,ORD,ATL,"[""A321"", ""B787"", ""A320""]",2026-08-12T07:32:00,69,600,480,False,True,
C066,FIRST_OFFICER,ORD,ATL,"[""A320"", ""B737""]",2026-08-12T05:52:00,101,600,480,False,True,
C067,CAPTAIN,DFW,CLT,"[""B737"", ""A321""]",2026-08-12T08:14:00,110,600,480,True,True,
C068,FLIGHT_ATTENDANT,CLT,JFK,"[""A321"", ""B737""]",2026-08-12T07:55:00,19,600,480,False,True,
C069,FLIGHT_ATTENDANT,MIA,PHX,"[""A320"", ""B737""]",2026-08-12T09:16:00,117,600,480,False,False,
C070,CAPTAIN,ORD,JFK,"[""B737"", ""B787""]",2026-08-12T06:38:00,86,600,480,False,True,
C071,CAPTAIN,ORD,ORD,"[""A320"", ""A321""]",2026-08-12T09:30:00,37,600,480,False,True,
C072,CAPTAIN,DFW,DFW,"[""A321"", ""A320""]",2026-08-12T08:56:00,114,600,480,False,True,
C073,FLIGHT_ATTENDANT,CLT,CLT,"[""B737"", ""B787"", ""A320""]",2026-08-12T09:23:00,77,600,480,False,True,
C074,FIRST_OFFICER,ORD,PHX,"[""B737""]",2026-08-12T07:08:00,73,600,480,True,True,
C075,FLIGHT_ATTENDANT,MIA,SEA,"[""B737"", ""B787"", ""A321"", ""A320""]",2026-08-12T09:09:00,121,600,480,False,False,
C076,FIRST_OFFICER,CLT,DFW,"[""B737""]",2026-08-12T06:06:00,112,600,480,False,True,
C077,FLIGHT_ATTENDANT,CLT,LAX,"[""A320"", ""A321"", ""B737""]",2026-08-12T09:23:00,165,600,480,False,True,
C078,FLIGHT_ATTENDANT,MIA,LGA,"[""B787"", ""A321"", ""B737"", ""A320""]",2026-08-12T06:59:00,79,600,480,False,True,
C079,FIRST_OFFICER,ORD,PHX,"[""B787"", ""A320""]",2026-08-12T09:59:00,175,600,480,False,True,
C080,FLIGHT_ATTENDANT,CLT,ORD,"[""B787"", ""A321""]",2026-08-12T08:08:00,49,600,480,False,True,
C081,CAPTAIN,ORD,LGA,"[""A320""]",2026-08-12T09:16:00,33,600,480,False,True,
C082,CAPTAIN,DFW,DFW,"[""A320"", ""A321""]",2026-08-12T06:01:00,113,600,480,False,True,
C083,FLIGHT_ATTENDANT,DFW,DEN,"[""B787"", ""A321"", ""A320""]",2026-08-12T07:56:00,72,600,480,False,True,
C084,FIRST_OFFICER,DFW,DFW,"[""B737"", ""A320""]",2026-08-12T08:06:00,95,600,480,False,True,
C085,FLIGHT_ATTENDANT,ORD,ORD,"[""A321"", ""A320"", ""B737""]",2026-08-12T07:43:00,23,600,480,False,True,
C086,FIRST_OFFICER,CLT,CLT,"[""A320"", ""B737""]",2026-08-12T07:17:00,20,600,480,False,True,
C087,FLIGHT_ATTENDANT,CLT,CLT,"[""A321"", ""A320"", ""B737""]",2026-08-12T08:00:00,114,600,480,False,False,
C088,CAPTAIN,DFW,DEN,"[""B737"", ""B787""]",2026-08-12T06:01:00,77,600,480,True,True,
C089,FLIGHT_ATTENDANT,MIA,DFW,"[""B737"", ""A320"", ""A321"", ""B787""]",2026-08-12T06:29:00,109,600,480,True,True,
C090,FLIGHT_ATTENDANT,DFW,DFW,"[""A320"", ""B737"", ""A321"", ""B787""]",2026-08-12T08:00:00,11,600,480,False,False,
C091,FIRST_OFFICER,ORD,LAX,"[""B737""]",2026-08-12T08:57:00,85,600,480,True,True,
C092,FIRST_OFFICER,DFW,BOS,"[""B787"", ""B737""]",2026-08-12T04:32:00,117,600,480,True,True,
C093,FLIGHT_ATTENDANT,ORD,PHX,"[""A321"", ""B787"", ""B737""]",2026-08-12T09:31:00,48,600,480,False,True,
C094,CAPTAIN,CLT,PHX,"[""A321"", ""A320""]",2026-08-12T07:45:00,98,600,480,False,True,
C095,FLIGHT_ATTENDANT,CLT,CLT,"[""A321"", ""B737"", ""B787"", ""A320""]",2026-08-12T08:39:00,75,600,480,False,True,
C096,FLIGHT_ATTENDANT,CLT,SEA,"[""B787"", ""A320"", ""A321""]",2026-08-12T06:59:00,114,600,480,True,True,
C097,FIRST_OFFICER,MIA,MIA,"[""A321""]",2026-08-12T07:06:00,131,600,480,False,True,
C098,FLIGHT_ATTENDANT,DFW,SEA,"[""B787"", ""B737""]",2026-08-12T06:00:00,165,600,480,False,True,
C099,FLIGHT_ATTENDANT,DFW,ATL,"[""A321"", ""B737"", ""A320""]",2026-08-12T08:31:00,93,600,480,False,True,
C100,CAPTAIN,ORD,ORD,"[""B737"", ""B787""]",2026-08-12T06:13:00,180,600,480,False,False,
C101,FIRST_OFFICER,MIA,MIA,"[""A321""]",2026-08-12T05:28:00,113,600,480,False,True,
C102,FLIGHT_ATTENDANT,CLT,LAX,"[""A320"", ""B787""]",2026-08-12T05:20:00,179,600,480,False,True,
C103,FLIGHT_ATTENDANT,ORD,ORD,"[""B737"", ""B787"", ""A320""]",2026-08-12T07:59:00,141,600,480,True,True,
C104,CAPTAIN,MIA,BOS,"[""A321"", ""A320""]",2026-08-12T04:37:00,32,600,480,False,True,
C105,FIRST_OFFICER,CLT,DEN,"[""B787""]",2026-08-12T07:41:00,128,600,480,False,True,
C106,CAPTAIN,DFW,DFW,"[""B787"", ""A321""]",2026-08-12T08:25:00,72,600,480,False,True,
C107,FLIGHT_ATTENDANT,CLT,CLT,"[""B737"", ""A320"", ""A321"", ""B787""]",2026-08-12T05:27:00,168,600,480,False,False,
C108,FIRST_OFFICER,ORD,ORD,"[""B787"", ""A320""]",2026-08-12T07:33:00,158,600,480,False,True,
C109,FLIGHT_ATTENDANT,CLT,ATL,"[""A321"", ""B787""]",2026-08-12T07:52:00,18,600,480,False,True,
C110,FIRST_OFFICER,MIA,LAX,"[""A320""]",2026-08-12T06:43:00,88,600,480,False,True,
C111,FIRST_OFFICER,ORD,LAX,"[""A320""]",2026-08-12T07:50:00,63,600,480,True,True,
C112,FLIGHT_ATTENDANT,MIA,MIA,"[""A320"", ""B737"", ""A321"", ""B787""]",2026-08-12T08:23:00,119,600,480,False,True,
C113,CAPTAIN,MIA,MIA,"[""A320""]",2026-08-12T04:24:00,12,600,480,False,True,
C114,FLIGHT_ATTENDANT,MIA,MIA,"[""A321"", ""B737""]",2026-08-12T06:15:00,93,600,480,False,True,
C115,FIRST_OFFICER,DFW,LAX,"[""A321""]",2026-08-12T08:18:00,115,600,480,False,True,
C116,FLIGHT_ATTENDANT,ORD,CLT,"[""A320"", ""A321"", ""B787""]",2026-08-12T05:13:00,50,600,480,False,True,
C117,CAPTAIN,ORD,CLT,"[""B787"", ""A320""]",2026-08-12T08:23:00,35,600,480,False,True,
C118,CAPTAIN,CLT,LAX,"[""A320"", ""B787""]",2026-08-12T04:08:00,94,600,480,False,True,
C119,FIRST_OFFICER,CLT,CLT,"[""A320"", ""A321""]",2026-08-12T08:56:00,147,600,480,False,True,
C120,FIRST_OFFICER,MIA,MIA,"[""B737""]",2026-08-12T05:37:00,4,600,480,False,True,
C121,FIRST_OFFICER,DFW,DEN,"[""B737"", ""A320""]",2026-08-12T05:10:00,132,600,480,False,True,
C122,FLIGHT_ATTENDANT,MIA,LAX,"[""A320"", ""A321"", ""B787"", ""B737""]",2026-08-12T09:12:00,123,600,480,True,True,
C123,FLIGHT_ATTENDANT,DFW,LGA,"[""A321"", ""B787""]",2026-08-12T08:05:00,89,600,480,False,False,
C124,FLIGHT_ATTENDANT,CLT,SEA,"[""A321"", ""B787"", ""A320"", ""B737""]",2026-08-12T06:28:00,10,600,480,False,True,
C125,FIRST_OFFICER,MIA,PHX,"[""B787"", ""B737""]",2026-08-12T08:35:00,69,600,480,False,True,
C126,CAPTAIN,DFW,ORD,"[""B787""]",2026-08-12T04:26:00,25,600,480,False,True,
C127,CAPTAIN,DFW,DFW,"[""A321"", ""B787""]",2026-08-12T09:33:00,51,600,480,False,True,
C128,FIRST_OFFICER,ORD,ATL,"[""B737""]",2026-08-12T05:29:00,106,600,480,False,True,
C129,FLIGHT_ATTENDANT,MIA,CLT,"[""B737"", ""A321"", ""B787""]",2026-08-12T08:50:00,154,600,480,True,False,
C130,FIRST_OFFICER,MIA,CLT,"[""B787"", ""B737""]",2026-08-12T06:49:00,41,600,480,False,True,
C131,FLIGHT_ATTENDANT,ORD,LGA,"[""B787"", ""B737"", ""A321"", ""A320""]",2026-08-12T08:23:00,83,600,480,True,True,
C132,CAPTAIN,DFW,DFW,"[""A320""]",2026-08-12T07:16:00,60,600,480,False,True,
C133,FIRST_OFFICER,ORD,PHX,"[""B737""]",2026-08-12T09:41:00,30,600,480,False,True,
C134,FLIGHT_ATTENDANT,CLT,DFW,"[""A320"", ""A321"", ""B737""]",2026-08-12T05:52:00,34,600,480,False,True,
C135,FLIGHT_ATTENDANT,CLT,JFK,"[""B787"", ""B737"", ""A320"", ""A321""]",2026-08-12T08:30:00,180,600,480,False,False,
C136,CAPTAIN,DFW,DFW,"[""A320""]",2026-08-12T08:26:00,113,600,480,True,True,
C137,FLIGHT_ATTENDANT,ORD,ORD,"[""B787"", ""A320"", ""A321""]",2026-08-12T07:53:00,144,600,480,True,True,
C138,FLIGHT_ATTENDANT,ORD,ORD,"[""B787"", ""A320"", ""B737"", ""A321""]",2026-08-12T07:36:00,88,600,480,False,True,
C139,CAPTAIN,ORD,BOS,"[""B787"", ""B737""]",2026-08-12T09:28:00,165,600,480,False,True,
C140,FLIGHT_ATTENDANT,MIA,MIA,"[""B787"", ""A320"", ""A321"", ""B737""]",2026-08-12T05:31:00,137,600,480,False,True,
C141,FLIGHT_ATTENDANT,ORD,ORD,"[""A321"", ""A320"", ""B787"", ""B737""]",2026-08-12T06:06:00,117,600,480,False,True,
C142,FLIGHT_ATTENDANT,ORD,ORD,"[""B737"", ""A321"", ""A320"", ""B787""]",2026-08-12T04:51:00,152,600,480,True,True,
C143,FLIGHT_ATTENDANT,ORD,MIA,"[""B787"", ""A320"", ""B737""]",2026-08-12T04:28:00,35,600,480,False,True,
C144,FLIGHT_ATTENDANT,CLT,LGA,"[""B787"", ""A321"", ""B737""]",2026-08-12T09:38:00,133,600,480,False,True,
C145,CAPTAIN,DFW,ATL,"[""B737"", ""B787""]",2026-08-12T09:29:00,171,600,480,False,True,
C146,FLIGHT_ATTENDANT,MIA,CLT,"[""A321"", ""B737""]",2026-08-12T05:55:00,76,600,480,False,True,
C147,FIRST_OFFICER,ORD,DEN,"[""A321""]",2026-08-12T06:04:00,65,600,480,False,True,
C148,FLIGHT_ATTENDANT,CLT,DEN,"[""B737"", ""B787""]",2026-08-12T07:13:00,172,600,480,False,True,
C149,CAPTAIN,DFW,BOS,"[""B737"", ""A321""]",2026-08-12T05:37:00,30,600,480,False,True,
C150,FLIGHT_ATTENDANT,DFW,MIA,"[""A320"", ""B787"", ""A321""]",2026-08-12T08:33:00,166,600,480,False,True,
C151,FLIGHT_ATTENDANT,MIA,DFW,"[""A320"", ""B737"", ""B787""]",2026-08-12T06:40:00,105,600,480,True,True,
C152,FLIGHT_ATTENDANT,ORD,DEN,"[""A321"", ""B787"", ""B737"", ""A320""]",2026-08-12T06:48:00,58,600,480,False,True,
C153,FIRST_OFFICER,CLT,BOS,"[""A321"", ""B737""]",2026-08-12T07:00:00,43,600,480,True,True,
C154,CAPTAIN,ORD,ORD,"[""B737""]",2026-08-12T07:31:00,35,600,480,False,True,
C155,FLIGHT_ATTENDANT,ORD,MIA,"[""B737"", ""A320"", ""B787""]",2026-08-12T09:37:00,124,600,480,True,True,
C156,FIRST_OFFICER,ORD,PHX,"[""B737"", ""A320""]",2026-08-12T09:57:00,172,600,480,False,False,
C157,CAPTAIN,ORD,ORD,"[""A320""]",2026-08-12T07:01:00,68,600,480,False,True,
C158,FLIGHT_ATTENDANT,MIA,MIA,"[""A320"", ""A321""]",2026-08-12T04:41:00,167,600,480,False,True,
C159,CAPTAIN,MIA,LGA,"[""B737"", ""A320""]",2026-08-12T04:04:00,179,600,480,True,True,
C160,FIRST_OFFICER,CLT,DFW,"[""B787""]",2026-08-12T05:48:00,177,600,480,False,True,
C161,CAPTAIN,ORD,PHX,"[""B787""]",2026-08-12T06:41:00,4,600,480,False,True,
C162,FLIGHT_ATTENDANT,MIA,MIA,"[""B787"", ""A320"", ""A321"", ""B737""]",2026-08-12T07:16:00,35,600,480,False,True,
C163,CAPTAIN,CLT,ORD,"[""B737""]",2026-08-12T06:54:00,154,600,480,False,False,
C164,FIRST_OFFICER,CLT,ORD,"[""A321"", ""B737""]",2026-08-12T07:02:00,141,600,480,False,True,
C165,FLIGHT_ATTENDANT,MIA,DFW,"[""B737"", ""A321""]",2026-08-12T06:17:00,39,600,480,False,True,
C166,CAPTAIN,MIA,MIA,"[""B737""]",2026-08-12T06:37:00,113,600,480,False,True,
C167,CAPTAIN,DFW,BOS,"[""B737"", ""A321""]",2026-08-12T04:45:00,90,600,480,False,True,
C168,FLIGHT_ATTENDANT,MIA,ORD,"[""B737"", ""A320"", ""A321""]",2026-08-12T08:52:00,133,600,480,True,True,
C169,CAPTAIN,CLT,CLT,"[""B787""]",2026-08-12T07:42:00,70,600,480,False,True,
C170,CAPTAIN,CLT,MIA,"[""A321""]",2026-08-12T04:54:00,34,600,480,False,False,
C171,FIRST_OFFICER,MIA,LAX,"[""B787"", ""A321""]",2026-08-12T06:44:00,154,600,480,False,True,
C172,FIRST_OFFICER,MIA,PHX,"[""B787"", ""A321""]",2026-08-12T07:12:00,71,600,480,False,True,
C173,CAPTAIN,DFW,DFW,"[""A321""]",2026-08-12T05:47:00,112,600,480,False,True,
C174,CAPTAIN,MIA,MIA,"[""B787"", ""A321""]",2026-08-12T09:37:00,39,600,480,False,True,
C175,CAPTAIN,MIA,JFK,"[""B737"", ""B787""]",2026-08-12T09:59:00,137,600,480,False,False,
C176,CAPTAIN,DFW,ATL,"[""B737""]",2026-08-12T08:48:00,165,600,480,False,True,
C177,FLIGHT_ATTENDANT,MIA,MIA,"[""B787"", ""A320"", ""B737""]",2026-08-12T07:48:00,95,600,480,False,True,
C178,FLIGHT_ATTENDANT,DFW,LAX,"[""A320"", ""B787""]",2026-08-12T04:43:00,29,600,480,False,True,
C179,FIRST_OFFICER,CLT,MIA,"[""A320"", ""B787""]",2026-08-12T04:49:00,112,600,480,False,True,
C180,CAPTAIN,ORD,ORD,"[""B737"", ""A320""]",2026-08-12T05:24:00,62,600,480,False,True,
C181,FIRST_OFFICER,MIA,BOS,"[""B787""]",2026-08-12T09:27:00,168,600,480,False,True,
C182,FLIGHT_ATTENDANT,DFW,BOS,"[""B737"", ""A320"", ""A321""]",2026-08-12T05:45:00,71,600,480,False,True,
C183,CAPTAIN,ORD,DEN,"[""B787"", ""A321""]",2026-08-12T04:58:00,67,600,480,False,True,
C184,FLIGHT_ATTENDANT,CLT,JFK,"[""B737"", ""B787"", ""A320""]",2026-08-12T07:54:00,158,600,480,True,True,
C185,FLIGHT_ATTENDANT,ORD,ATL,"[""B787"", ""A321""]",2026-08-12T04:59:00,46,600,480,False,True,
C186,FIRST_OFFICER,DFW,SEA,"[""A321""]",2026-08-12T09:25:00,137,600,480,False,True,
C187,FLIGHT_ATTENDANT,DFW,DFW,"[""A320"", ""B787""]",2026-08-12T09:17:00,13,600,480,False,False,
C188,FIRST_OFFICER,DFW,DEN,"[""A321"", ""A320""]",2026-08-12T08:11:00,106,600,480,False,True,
C189,CAPTAIN,ORD,ORD,"[""B787"", ""A320""]",2026-08-12T06:27:00,43,600,480,False,True,
C190,FLIGHT_ATTENDANT,MIA,MIA,"[""B737"", ""B787"", ""A320"", ""A321""]",2026-08-12T07:45:00,139,600,480,False,True,
C191,FLIGHT_ATTENDANT,DFW,PHX,"[""A320"", ""B737"", ""B787""]",2026-08-12T05:00:00,60,600,480,False,True,
C192,FLIGHT_ATTENDANT,MIA,MIA,"[""B787"", ""B737""]",2026-08-12T08:51:00,89,600,480,False,True,
C193,CAPTAIN,CLT,PHX,"[""B787""]",2026-08-12T07:30:00,15,600,480,False,True,
C194,CAPTAIN,DFW,CLT,"[""B787"", ""A320""]",2026-08-12T07:21:00,125,600,480,True,True,
C195,FLIGHT_ATTENDANT,MIA,DFW,"[""A321"", ""A320""]",2026-08-12T06:22:00,177,600,480,False,True,
C196,FLIGHT_ATTENDANT,CLT,ORD,"[""A321"", ""A320""]",2026-08-12T09:40:00,178,600,480,False,True,
C197,FLIGHT_ATTENDANT,DFW,JFK,"[""A320"", ""B787"", ""A321""]",2026-08-12T08:40:00,147,600,480,True,True,
C198,FLIGHT_ATTENDANT,ORD,DFW,"[""B737"", ""A321"", ""A320""]",2026-08-12T07:45:00,116,600,480,True,False,
C199,CAPTAIN,DFW,DFW,"[""B737"", ""A320""]",2026-08-12T07:04:00,64,600,480,True,True,
C200,FLIGHT_ATTENDANT,ORD,JFK,"[""B787"", ""A321"", ""B737"", ""A320""]",2026-08-12T04:00:00,54,600,480,False,True,
C201,CAPTAIN,MIA,LGA,"[""B737"", ""B787""]",2026-08-12T09:55:00,33,600,480,False,True,
C202,CAPTAIN,ORD,DFW,"[""B787"", ""A321""]",2026-08-12T05:08:00,164,600,480,False,True,
C203,FLIGHT_ATTENDANT,ORD,ORD,"[""A320"", ""A321"", ""B737""]",2026-08-12T09:21:00,38,600,480,False,True,
C204,FIRST_OFFICER,DFW,DFW,"[""A321""]",2026-08-12T06:59:00,109,600,480,False,True,
C205,FIRST_OFFICER,ORD,DEN,"[""B737"", ""A320""]",2026-08-12T06:34:00,52,600,480,False,True,
C206,FLIGHT_ATTENDANT,CLT,CLT,"[""A321"", ""B737"", ""A320""]",2026-08-12T08:15:00,163,600,480,False,True,
C207,FLIGHT_ATTENDANT,CLT,LAX,"[""A321"", ""B787"", ""B737"", ""A320""]",2026-08-12T04:37:00,4,600,480,False,True,
C208,CAPTAIN,ORD,JFK,"[""A321"", ""A320""]",2026-08-12T07:25:00,21,600,480,False,True,
C209,CAPTAIN,ORD,DFW,"[""B787""]",2026-08-12T08:34:00,83,600,480,False,True,
C210,FLIGHT_ATTENDANT,ORD,JFK,"[""B737"", ""A321""]",2026-08-12T04:44:00,111,600,480,True,True,
C211,CAPTAIN,DFW,ORD,"[""B737""]",2026-08-12T05:23:00,127,600,480,False,True,
C212,FLIGHT_ATTENDANT,CLT,CLT,"[""A320"", ""A321"", ""B737"", ""B787""]",2026-08-12T06:51:00,109,600,480,False,True,
C213,FLIGHT_ATTENDANT,ORD,LGA,"[""B737"", ""B787"", ""A321""]",2026-08-12T07:08:00,40,600,480,False,True,
C214,FLIGHT_ATTENDANT,ORD,ORD,"[""B737"", ""A321""]",2026-08-12T04:23:00,120,600,480,False,False,
C215,CAPTAIN,ORD,DEN,"[""A320""]",2026-08-12T06:07:00,106,600,480,False,True,
C216,FLIGHT_ATTENDANT,CLT,DEN,"[""B787"", ""B737""]",2026-08-12T08:24:00,11,600,480,False,True,
C217,FIRST_OFFICER,CLT,CLT,"[""B737"", ""B787""]",2026-08-12T05:42:00,74,600,480,False,True,
C218,FLIGHT_ATTENDANT,MIA,LAX,"[""B787"", ""B737""]",2026-08-12T04:03:00,104,600,480,True,True,
C219,FLIGHT_ATTENDANT,ORD,ORD,"[""A320"", ""B737"", ""A321""]",2026-08-12T08:31:00,60,600,480,False,False,
C220,FLIGHT_ATTENDANT,DFW,DFW,"[""B787"", ""A320""]",2026-08-12T07:31:00,179,600,480,False,True,
C221,FLIGHT_ATTENDANT,ORD,CLT,"[""B737"", ""A320"", ""A321""]",2026-08-12T07:42:00,169,600,480,False,True,
